MSCI_INDEX,MSCI_ISSUER_NAME,MSCI_ISSUER_TICKER,MSCI_ISSUER_CNTRY_DOMICILE_NAME,MSCI_IVA_INDUSTRY_GROUP,MSCI_INDUSTRY_ADJUSTED_ESG_SCORE,MSCI_ENVIRONMENTAL_PILLAR_SCORE,MSCI_SOCIAL_PILLAR_SCORE,MSCI_GOVERNANCE_PILLAR_SCORE,MSCI_CARBON_EMISSIONS_SCORE,MSCI_CORP_GOVERNANCE_SCORE,SP_FIN_MARKET_CAP,SP_FIN_ENTERPRISE_VALUE,SP_FIN_TOTAL_ASSETS,SP_FIN_TOTAL_EQUITY,SP_FIN_TOTAL_LIABILITIES,SP_FIN_TOTAL_DEBT,SP_FIN_CASH_AND_EQUIVALENTS,SP_FIN_SIZE,SP_FIN_LEVERAGE_RATIO_PERCENT,SP_FIN_DATE_TO_EQUITY_RATIO_PERCENT,SP_FIN_RETURN_ON_ASSETS_ROA,SP_FIN_RETURN_ON_ASSETS_ROA_PERCENT,SP_FIN_RETURN_ON_EQUITY_PERCENT,SP_FIN_PE_LTM,SP_FIN_TOTAL_ASSETS_CAGR_5Y,TOBINQ RATIO,SP_FIN_NET_INCOME_IS
MSCI_EM,"LG INNOTEK CO.,LTD",11070,South Korea,IT - Hardware,3.2,4,5.3,2.2,10,3,4643.21,4643.212918,8647.5,3638.72,5008.78,2130.04,1072.53,8647.5,58.53816727,58.53816727,0.0495,4.95,0.1259,10.1,0.1425,1.276055866,436.22
MSCI_EM,Kingnet Network Co Ltd,2517,China,Communication Services,4.4,7.7,3.7,6,7.7,7.4,2746.25,2748.844714,931.33,738.04,193.29,2.16,395.46,931.33,0.292667064,0.292667064,0.1589,15.89,0.3232,12.5,0.0173,3.721004282,205.94
MSCI_EM,IHH HEALTHCARE BERHAD,IHH,Malaysia,Health Care,6.7,10,6,5.3,10,7,11719.08,11713.35983,10936.78,7050.89,3885.89,2191.81,518.41,10936.78,31.08557927,31.08557927,0.0526,5.26,0.1102,23.8,0.022,1.662071029,643.21
MSCI_EM,"Hengdian Group DMEGC Magnetics Co., Ltd.",2056,China,IT - Hardware,5.1,6.6,3.5,4,9.5,4.8,2684.23,2676.591009,2986.24,1294.55,1691.69,445.28,1294.08,2986.24,34.39650844,34.39650844,0.0719,7.19,0.2153,12.2,0.2554,2.073484995,255.88
MSCI_EM,CHINA DEVELOPMENT FINANCIAL HOLDING CORP.,2883,Taiwan,Financials,5.4,6.7,4.8,5.8,9.7,6,8507.62,8470.588582,118842.01,8565.73,110276.29,13189.93,2373.6,118842.01,153.984891,153.984891,0.0053,0.53,0.0803,10.5,0.0607,0.99321599,617.07
MSCI_EM,AMOREPACIFIC CORP.,90430,South Korea,Consumer Staples,6,5.1,3.2,4.5,10,4.3,7777.09,8753.692546,4543.22,3760.76,782.46,270.44,390.82,4543.22,7.191099671,7.191099671,0.0116,1.16,0.036,72.8,0.0185,2.067957009,139
MSCI_EM,PT Bank Central Asia Tbk,BBCA,Indonesia,Financials,6.6,3.3,6.1,4.3,9,4.5,73292.99,72732.25,91459.28,15753.29,75705.99,230.58,2064,91459.28,1.463694251,1.463694251,0.0357,3.57,0.2099,23.2,0.1129,4.652551308,3159.21
MSCI_EM,Shanghai Moons' Electric Co Ltd,603728,China,Industrials,1.5,5.7,4,3.6,7.7,5.9,2333.7,2335.56696,541.23,402.26,138.97,35.81,77.6,541.23,8.902202556,8.902202556,0.0223,2.23,0.0509,147.5,0.0928,5.801471685,19.79
MSCI_EM,"CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS CO., LTD.",1979,China,Real Estate,6.9,6.1,7.5,3.4,5.1,5,10970.14,10963.61177,127998.61,41800.32,86198.29,35101.61,12439,127998.61,83.97450067,83.97450067,0.0087,0.87,0.0313,12.9,0.1649,0.262441532,890.34
MSCI_EM,Itau Unibanco Holding S.A.,ITUB,Brazil,Financials,6,4.2,5.5,3.9,10,3.8,53821.47,49990.61919,524231.62,41031.93,483199.69,178741.93,8365.73,524231.62,435.6166771,435.6166771,0.0139,1.39,0.1801,8.2,0.1037,1.311697256,6824.23
MSCI_EM,"Banco del Bajio S.A., Institucion de Banca Multiple",BBAJIOO,Mexico,Financials,4.5,0,5.3,4.9,9,5.5,3494.51,3498.39916,20274.67,2446.44,17828.24,3723.4,667.95,20274.67,152.1966613,152.1966613,0.0336,3.36,0.2806,5.2,0.0898,1.428406174,648.58
MSCI_EM,Autohome Inc,2518,China,Communication Services,2.8,10,2.5,4.8,10,5.1,3293.01,842.9323373,4344.41,3546.63,797.78,27.63,703.93,4344.41,0.779049407,0.779049407,0.0235,2.35,0.0766,12.8,0.1437,0.928489862,272.66
MSCI_EM,"HUADONG MEDICINE CO., LTD",963,China,Health Care,5.2,8,6.7,4.5,8,5.4,6874.49,6878.05707,4721.09,3040.7,1680.39,273,657.02,4721.09,8.97819581,8.97819581,0.0694,6.94,0.1397,16.9,0.1176,2.26082481,399.96
MSCI_EM,Cencosud S.A.,CENCOSUD,Chile,Consumer Staples,5.2,2.3,5.2,5.1,8.3,5.7,5140.53,5131.474602,15423.83,4860.89,10562.94,6238.23,549,15423.83,128.3351403,128.3351403,0.0461,4.61,0.0686,37.5,0.05,1.05752856,250.32
MSCI_EM,ENN ENERGY HOLDINGS LIMITED,2688,China,Utilities,7.8,10,8,5.3,10,5.4,9302.29,9299.505629,14530,6799.57,7730.42,3235.37,1365.07,14530,47.58197945,47.58197945,0.0549,5.49,0.1648,9.7,0.0689,1.368070334,960.3
MSCI_EM,PT Bank Mandiri (Persero) Tbk,BMRI,Indonesia,Financials,5.7,2.3,6.5,2.7,10,1.9,34148.42,34533.33333,141219.76,18673.35,122546.41,12529.17,4092.34,141219.76,67.09653062,67.09653062,0.0288,2.88,0.2225,9.8,0.1258,1.828724894,3576.26
MSCI_EM,"Midea Group Co., Ltd.",333,China,Consumer Discretionary,4.8,8.1,2.3,5.4,7.7,6.5,60513.75,60520.62641,68477.3,24556.86,43920.45,10521.7,11506.92,68477.3,42.84627595,42.84627595,0.0488,4.88,0.2069,12.6,0.1301,2.464229954,4750.76
MSCI_EM,PUBLIC BANK BHD,PBBANK,Malaysia,Financials,8.3,8.1,5,6.2,10,7.7,16451.48,16499.08797,111258.36,12285.12,98973.24,3360.12,2082.7,111258.36,27.35113699,27.35113699,0.0133,1.33,0.1233,11.8,0.04,1.33913873,1448.87
MSCI_EM,"GUOSEN SECURITIES CO., LTD.",2736,China,Financials,2.4,3.1,2.6,4.6,8.7,5.6,11704.09,11727.16384,65225.87,15562.5,49663.37,35995.88,1137.84,65225.87,231.2988273,231.2988273,0.015,1.5,0.0591,19.2,0.1693,0.75207004,905.53
MSCI_EM,"Jointown Pharmaceutical Group Co., Ltd.",600998,China,Health Care,3.1,8.3,4.1,4.1,8.3,4.1,3345.01,3339.951225,13072.94,4152.98,8919.96,2077.69,2387.95,13072.94,50.02889491,50.02889491,0.0293,2.93,0.0787,11.5,0.0683,0.805448136,306.3
MSCI_EM,Wistron Corporation,3231,Taiwan,IT - Hardware,6.3,3.3,4.7,5.6,10,6,9385.18,9386.96615,14736.82,4194.51,10542.3,4319.54,2450.71,14736.82,102.9808011,102.9808011,0.0387,3.87,0.1476,20.3,0.0593,2.237491388,373.69
MSCI_EM,GAMUDA BERHAD,GAMUDA,Malaysia,Industrials,6.7,3.7,5.5,6.1,9.2,6.9,3906.33,3908.969242,5273.68,2422.74,2850.94,1545.99,702.76,5273.68,63.81163476,63.81163476,0.0207,2.07,0.079,20.9,0.0742,1.612360385,407.63
MSCI_EM,UNITED MICROELECTRONICS CORP.,2303,Taiwan,IT - Hardware,7.8,6.4,6.2,5.9,9.9,5.4,21691.86,21674.45881,17804.97,11196.72,6608.24,2611.44,4317.99,17804.97,23.32325895,23.32325895,0.0672,6.72,0.1805,12.6,0.0843,1.937340578,1944.39
MSCI_EM,PETRONAS GAS BERHAD,PETGAS,Malaysia,Utilities,3.5,6.4,7,3,4.8,3.7,7538.43,7538.968596,4209.64,3010.3,1199.34,686.92,659.78,4209.64,22.81898814,22.81898814,0.0729,7.29,0.1397,19.2,0.0112,2.504212205,396.49
MSCI_EM,Saudi Awwal Bank SJSC,1060,Saudi Arabia,Financials,4.8,0.3,5.3,4.9,10,6,21177.52,21184.93152,95152.65,16514.92,78637.73,4700.03,2721.03,95152.65,28.4592962,28.4592962,0.0209,2.09,0.1202,11,0.1535,1.282326527,1868.25
MSCI_EM,"Guangzhou Automobile Group Co., Ltd",601238,China,Consumer Discretionary,3.2,6.9,2.6,3.9,10,5.9,8964.51,11116.1257,30769.36,17526.53,13242.83,4256.02,6888.78,30769.36,24.2833008,24.2833008,-0.0147,-1.47,0.0303,15.8,0.1057,0.511482307,623.98
MSCI_EM,POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SPOLKA AKCYJNA,PKO,Poland,Financials,6.8,5.9,4.4,6.3,10,6.9,19432.66,19437.5,127472.74,11495.56,115977.18,8856.72,7953.64,127472.74,77.04470248,77.04470248,0.0118,1.18,0.136,12.7,0.0911,1.690449182,1398.47
MSCI_EM,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED,CHOLAFIN,India,Financials,4.4,7.7,4.8,3.8,7.7,4.9,14517.62,14518.51503,18804.23,2351.42,16452.81,16160.99,527.3,18804.23,687.2864057,687.2864057,0.0253,2.53,0.2015,35.1,0.222,6.173979978,410.45
MSCI_EM,LARSEN AND TOUBRO LIMITED,LT,India,Industrials,4.6,5.8,4.3,4.1,9.7,5.9,58719.07,58725.8434,40759.3,12307.18,28452.12,13960.05,1435.16,40759.3,113.4301278,113.4301278,0.0446,4.46,0.1499,38.2,0.0406,4.771123035,1567.25
MSCI_EM,"SDIC Capital Co., Ltd.",600061,China,Financials,2.7,3.8,2.3,3.4,9,4.7,5052.47,5071.930591,39464.91,8285.46,31179.45,16904.76,8824.36,39464.91,204.0292271,204.0292271,0.0108,1.08,0.0511,21,0.125,0.609799577,332.05
MSCI_EM,"MICRO-STAR INTERNATIONAL CO.,LTD.",2377,Taiwan,IT - Hardware,4.7,2.9,5.4,4.2,10,4.7,4551.72,4553.774918,2948.85,1634.64,1314.21,21.91,839.55,2948.85,1.340356286,1.340356286,0.0621,6.21,0.1528,19.3,0.1041,2.784539715,245.39
MSCI_EM,"BANK OF HANGZHOU CO., LTD.",600926,China,Financials,3.3,1.2,3.3,5.5,8,6.6,10574.06,10555.90875,259422.75,15679.96,243742.79,63245.46,6031.61,259422.75,403.3521769,403.3521769,0.0083,0.83,0.1371,6.1,0.1486,0.674367792,2026.45
MSCI_EM,"BANK OF CHANGSHA CO., LTD.",601577,China,Financials,3.8,2.2,3.2,5,8.7,6.1,4382.08,4383.493592,143711.14,9625.43,134085.71,31777.29,2125.31,143711.14,330.1389133,330.1389133,0.0082,0.82,0.1203,4.3,0.1414,0.4552607,1051.45
MSCI_EM,"HOTAI MOTOR CO.,LTD.",2207,Taiwan,Retail,7.1,4.1,7.2,5,10,4.7,10483.62,10484.67409,15827.75,3271.82,12555.93,10056.16,753.89,15827.75,307.3567617,307.3567617,0.0488,4.88,0.3074,14.2,0.162,3.204216613,744.6
MSCI_EM,"Avary Holding (Shenzhen) Co., Limited",2938,China,IT - Hardware,0.3,2.3,2.1,3.8,7.2,4.2,12653.55,12653.81822,5956.52,4180.93,1775.59,596.33,1537.39,5956.52,14.26309457,14.26309457,0.0485,4.85,0.1141,27,0.091,3.026491714,463.09
MSCI_EM,"Shenzhen Inovance Technology Co., Ltd",300124,China,Industrials,6.1,5.6,6.3,4.2,10,4.6,18885.22,18890.70652,6897.57,3522.36,3375.21,607.57,1195.7,6897.57,17.24894673,17.24894673,0.0594,5.94,0.2117,28.3,0.3651,5.36152466,668.08
MSCI_EM,"EVE Energy Co., Ltd.",300014,China,Industrials,1.9,6.1,4.5,4.4,7.5,4.8,11539.73,11530.31511,13293.6,5354.51,7939.09,3104.23,1480.21,13293.6,57.97411901,57.97411901,0.0187,1.87,0.127,21.1,0.5656,2.155142114,570.62
MSCI_EM,ORLEN SPOLKA AKCYJNA,PKN,Poland,Energy,6.6,5.9,9.3,4.8,7.1,6.7,19470.2,19464.91996,67147.4,38934.5,28212.9,6583.13,3375.95,67147.4,16.90821765,16.90821765,0.1003,10.03,0.1399,5.5,0.3272,0.500075768,5256.34
MSCI_EM,"AECC AERO-ENGINE CONTROL CO.,LTD.",738,China,Industrials,0.4,2,1.2,2.3,8.6,4.1,3515.77,3511.541283,2222.77,1719.27,503.5,3.86,550.22,2222.77,0.224513893,0.224513893,0.0287,2.87,0.0616,34.3,0.168,2.044920228,102.37
MSCI_EM,OPERADORA DE SITES MEXICANOS S.A.B. DE C.V.,SITES1A-1,Mexico,Communication Services,1.7,6.3,4.7,3,6.3,3.5,2908.45,2911.662137,6168.2,2634.3,3533.9,2485.96,264.18,6168.2,94.36890255,94.36890255,0.0283,2.83,0.0186,116.1,0.1847,1.104069392,25.06
MSCI_EM,SANLAM LIMITED,SLM,South Africa,Financials,8.3,5.6,5.6,7,10,9.2,8753.84,8757.55,54149.4,5297.93,48851.46,907.11,1769.06,54149.4,17.12197028,17.12197028,0.0592,5.92,0.1389,14,0.0396,1.652313262,791.53
MSCI_EM,"HANMI Semiconductor CO., LTD.",42700,South Korea,IT - Hardware,0,2.4,4.3,1.8,7.7,3,12088.93,12088.90666,558.66,441.39,117.27,0.86,138.72,558.66,0.194839031,0.194839031,0.0366,3.66,0.5554,80.2,0.2409,27.38831872,206.2
MSCI_EM,BANK ALBILAD SJSC,1140,Saudi Arabia,Financials,5.5,1.9,4.5,5.7,8,6.7,10866.38,10862.5,38180.9,4070.89,34110,920.08,1832.79,38180.9,22.60144588,22.60144588,0.0174,1.74,0.1653,16.5,0.1421,2.669288534,632.04
MSCI_EM,Banco de Credito e Inversiones,BCI,Chile,Financials,5.5,2.9,4.6,5.2,10,5.4,6090.28,6090.314656,90113.92,6894.67,83219.26,31290.56,3507.5,90113.92,453.8369494,453.8369494,0.0087,0.87,0.1259,7.4,0.1391,0.883331617,775.52
MSCI_EM,CLICKS GROUP LIMITED,CLS,South Africa,Health Care,8.1,5.5,6,7.7,10,9.1,4299.86,4299.408118,1007.99,315.87,692.13,171.52,130.01,1007.99,54.30081996,54.30081996,0.123,12.3,0.4351,31.4,0.1043,13.61275208,134.38
MSCI_EM,SOUTHERN COPPER CORPORATION,SCCO,United States of America,Materials,1.3,1.5,2.7,3.4,5.8,3.8,84153.99,84153.98716,16725.3,7481.2,9244.1,7030,1151.5,16725.3,93.968882,93.968882,0.1541,15.41,0.3116,35.8,0.032,11.24872881,2425.2
MSCI_EM,GigaDevice Semiconductor Inc,603986,China,IT - Hardware,1.9,3.2,4.6,3.6,5.6,5,8643.25,8643.10627,2318.43,2141.45,176.99,16.38,1023.68,2318.43,0.764902286,0.764902286,0.0036,0.36,0.0106,292,0.4189,4.036167083,22.7
MSCI_EM,China Merchants Port Holdings Company Limited,144,Hong Kong,Industrials,4.2,6.4,3.8,4.6,5.8,6.5,6085.45,6087.11332,22067.38,15476,6591.37,4801.15,1579.17,22067.38,31.02319721,31.02319721,0.0136,1.36,0.0607,7.2,0.0425,0.393218532,822.69
MSCI_EM,Cathay Biotech Inc,688065,China,Materials,1.7,2.7,0,4.7,1.5,6.1,3669.41,3668.101057,2653.41,2081.36,572.05,250.21,759.42,2653.41,12.02146673,12.02146673,0.0056,0.56,0.0274,64.3,0.3123,1.762986701,51.64
MSCI_EM,"SANAN OPTOELECTRONICS CO., LTD.",600703,China,IT - Hardware,0,3.4,2.6,3.8,4.6,5.8,7956.21,7971.281003,8125.78,5396.51,2729.27,1278.61,1248.69,8125.78,23.69327584,23.69327584,-0.0089,-0.89,0.0096,230,0.1338,1.474325073,51.64
