Ticker,ISIN,Name,Trading Region,Industry,Sector,Total Employees (FY),Market Cap,Enterprise Value,Price (1D Ago),Market Value,Shrs Out,Shares Out,Common Shares Outstanding (FY),Total Assets (FY),Total Liabilities (FY),Total Capital (FY),Total Equity (FY),Leverage Ratio % (FY),Total Debt (FY),Cash And Equivalents (FY),Total Debt / Equity (FY),Total Liabilities / Total Assets (FY),Return on Assets (ROA) % (FY),Return on Capital (ROC) % (FY),Return on Common Equity (ROCE) % (FY),Total Debt to Capital % (FY),Return On Equity % (FY),Total Revenues (FY),Gross Profit (FY),Operating Income (FY),Net Income - (IS) (FY),P/E (LTM),P/TBV (LTM),Book Value / Share (FY),EPS 5Y Fwd Growth (NTM),ROA - Est High (FY5E),ROE - Est High (FY5E),EV/Sales (EST FY5),EV/EBIT (EST FY6),Total Equity/CAGR (5Y FY),Total Assets/CAGR (5Y FY),Net Income/CAGR (5Y FY),Unit
MDLZ,US6092071058,Mondelez International Inc.,United States and Canada,Food Products,Consumer Staples,91000,89334.51,107558.51,66.6400,66.60,1341359018.00,,,71391.00,43025.00,48476.00,28366.00,,20110.00,1810.00,0.7089,0.6027,0.0524,0.0754,0.1796,0.4148,0.1797,36016.00,13764.00,5971.00,4959.00,21.2,,21.01,0.0648,0.0742,0.1870,2.4,13.7,,0.0262,0.0838,USD
ATCOA,SE0017486889,Atlas Copco AB,Europe,Machinery,Industrials,52778,86891.87,88636.70,199.5500,18.69,4872869024.00,,,18116.08,9042.37,12317.34,9073.71,,3243.63,1079.62,0.3575,0.4991,0.1343,0.1981,0.3271,0.2633,0.3271,17122.43,7449.07,3780.91,2780.62,32.4,29.0,1.86,0.1026,0.1840,0.3210,4.0,15.2,,0.1282,-0.2338,SEK
4063,JP3371200001,Shin-Etsu Chemical Co. Ltd.,Asia / Pacific,Chemicals,Materials,26004,76613.89,67074.71,6199.0000,38.55,1987598517.00,,1996.05,34013.70,4782.97,29391.28,29230.73,,160.55,11225.63,0.0055,0.1406,0.0887,0.1030,0.1278,0.0055,0.1338,15955.98,6020.54,4631.90,3436.67,22.5,2.7,14.11,0.0654,0.1586,0.1387,3.3,,,0.1112,0.1097,JPY
AON,IE00BLP1HW54,Aon plc,United States and Canada,Insurance,Financials,50000,63663.73,74789.73,288.7700,292.80,217430759.00,,,33959.00,34701.00,11290.00,-742.00,,12032.00,738.40,,1.0218,0.0757,0.2238,,1.0657,,13376.00,6376.00,4036.00,2564.00,23.0,,-4.16,0.1037,,,,,,0.0515,0.1772,USD
WDAY,US98138H1014,Workday Inc.,United States and Canada,Software,Information Technology,18800,59255.44,55417.44,216.7800,223.36,265291194.00,,,16452.00,8370.00,11378.00,8082.00,,3296.00,2012.00,0.4078,0.5088,0.0076,0.0113,0.2021,0.2897,0.2021,7259.00,5488.00,183.00,1381.00,40.2,13.1,30.63,0.3104,0.0740,,3.7,10.6,,0.2441,,USD
INGA,NL0011821202,ING Groep N.V.,Europe,Banks,Financials,60000,56100.68,,15.8500,17.06,3287786677.00,,3343.59,1082246.63,1020833.52,,61413.12,,243847.43,10507.84,,,0.0045,,0.0745,,0.0777,19460.15,19460.15,6984.69,4570.55,13.4,1.0,18.06,0.0188,0.0050,0.1030,,,0.0222,0.0208,-0.0252,EUR
CPG,GB00BD6K4575,Compass Group PLC,Europe,Hotels Restaurants and Leisure,Consumer Discretionary,550000,47315.25,52503.59,21.9500,27.82,1701005691.00,,1714.66,21472.32,15175.80,11736.57,6296.51,,5440.06,1028.48,0.8640,0.7068,0.0659,0.1165,0.2387,0.4635,0.2382,37854.72,2380.26,2337.55,1603.10,27.2,,3.65,0.1235,0.0930,0.2180,1.0,12.1,,0.0683,0.0306,GBP
KMI,US49456B1017,Kinder Morgan Inc.,United States and Canada,Oil Gas and Consumable Fuels,Energy,10891,43855.04,77253.04,19.7400,19.76,2219384484.00,,,71020.00,39291.00,64408.00,31729.00,,32679.00,83.00,1.0299,0.5532,0.0376,0.0412,0.0779,0.5074,0.0779,15334.00,7589.00,4248.00,2391.00,18.1,5.2,13.65,0.0586,0.0510,0.1100,3.7,,,-0.0207,0.0824,USD
SE,US81141R1005,Sea Limited,United States and Canada,Entertainment,Communication Services,62700,42794.07,41653.07,74.9000,74.51,574340007.00,,,18883.23,12185.65,11159.96,6697.59,,4462.38,2811.06,0.6663,0.6453,0.0119,0.0199,0.0245,0.3999,0.0260,13063.56,5833.65,342.65,150.73,,6.6,11.52,0.5320,0.0730,0.1460,1.7,11.6,,0.5382,,USD
AMP,US03076C1062,Ameriprise Financial Inc.,United States and Canada,Capital Markets,Financials,13800,42743.49,39429.49,433.8800,430.34,99324923.00,,100.17,175191.00,170462.00,8959.00,4729.00,,4230.00,7477.00,0.8945,0.9730,0.0210,0.4264,0.5992,0.4722,0.5992,16096.00,9422.00,5613.00,2556.00,14.6,8.8,47.21,0.1676,0.0320,,,,,0.0501,0.0403,USD
LONN,CH0013841017,Lonza Group AG,Europe,Life Sciences Tools and Services,Health Care,18000,39059.58,40755.19,486.3000,541.62,72116589.00,,72.12,20031.39,8722.12,15033.05,11309.27,,3723.78,1745.37,0.3293,0.4354,0.0500,0.0661,0.0652,0.2477,0.0649,7986.16,2857.04,1627.67,777.57,51.3,7.0,155.83,0.1725,0.0935,0.1710,3.3,12.9,,0.0389,0.0319,CHF
G,IT0000062072,Assicurazioni Generali S.p.A.,Europe,Insurance,Financials,81879,38514.53,52019.45,23.3500,24.94,1544548280.00,,1542.35,561504.75,526967.32,53717.16,34537.43,,19179.73,7805.26,0.5553,0.9385,0.0083,0.0891,0.1317,0.3570,0.1340,63153.01,11253.04,7376.90,4136.67,9.5,1.8,20.74,0.0737,0.0080,0.1300,,4.4,,-0.0028,0.1017,EUR
HSY,US4278661081,The Hershey Company,United States and Canada,Food Products,Consumer Staples,19578,37145.46,42321.78,183.0500,183.68,202229200.00,,149.78,11902.94,7803.85,9224.70,4099.09,,5125.61,401.90,1.2504,0.6556,0.1385,0.1794,0.5033,0.5556,0.5033,11164.99,4998.34,2532.22,1861.79,18.2,,20.05,0.0265,0.1620,0.4210,3.2,13.8,,0.0909,0.0959,USD
GEHC,US36266G1076,GE HealthCare Technologies Inc.,United States and Canada,Health Care Equipment and Supplies,Health Care,51000,35978.60,43286.60,78.0000,78.82,456465369.00,,455.34,32454.00,25144.00,17173.00,7310.00,,9863.00,2494.00,1.3492,0.7748,0.0615,0.1042,0.1685,0.5743,0.1915,19552.00,7922.00,2950.00,1568.00,22.9,,15.67,0.0851,,,1.6,,,,,USD
FANG,US25278X1090,Diamondback Energy Inc.,United States and Canada,Oil Gas and Consumable Fuels,Energy,1023,35524.29,42521.29,196.9600,199.19,178343733.00,,178.72,29001.00,11571.00,24234.00,17430.00,,6804.00,582.00,0.3904,0.3990,0.0983,0.1171,0.1973,0.2808,0.2014,7959.00,6689.00,4342.00,3143.00,11.2,2.1,93.02,-0.0033,0.0530,0.1360,2.9,5.5,,0.0607,0.3002,USD
EQT,SE0012853455,EQT AB (publ),Europe,Capital Markets,Financials,1820,34422.81,35502.39,310.8000,29.09,1183330760.00,,1183.59,10165.93,3537.98,8997.46,6627.95,,2369.51,1229.85,0.3575,0.3480,0.0475,0.0535,0.0224,0.2634,0.0224,2301.28,1522.63,789.47,143.41,225.2,43.1,5.59,0.2212,,,,,,0.7728,0.0145,SEK
CDW,US12514G1085,CDW Corporation,United States and Canada,Electronic Equipment Instruments and Components,Information Technology,15100,30113.14,35493.94,223.1300,224.06,134397680.00,,134.10,13284.60,11242.10,8316.30,2042.50,,6273.80,588.70,3.0716,0.8462,0.0832,0.1327,0.6058,0.7544,0.6058,21376.00,4652.40,1758.60,1104.30,28.0,,15.23,0.0702,,,,,,0.1313,0.1142,USD
XEL,US98389B1008,Xcel Energy Inc.,United States and Canada,Electric Utilities,Utilities,11311,29921.18,58068.18,53.7900,53.85,555639439.00,,554.94,64079.00,46463.00,45211.00,17616.00,,27595.00,129.00,1.5665,0.7251,0.0261,0.0371,0.1033,0.6104,0.1033,14206.00,5934.00,2613.00,1771.00,16.2,1.7,31.74,0.0636,0.0330,0.1110,3.1,,,0.0686,0.0703,USD
8053,JP3404600003,Sumitomo Corporation,Asia / Pacific,Trading Companies and Distributors,Industrials,,29688.24,49850.13,3947.0000,24.54,1209650844.00,,1221.94,72894.50,42023.65,55362.70,30870.86,,24491.85,4412.63,0.7934,0.5765,0.0245,0.0324,0.0939,0.4424,0.0985,45657.76,8870.09,2741.29,2552.71,11.8,1.1,24.04,0.1444,0.0460,0.1000,1.0,,,0.0686,0.0381,JPY
LISP,CH0010570767,Chocoladefabriken Lindt & Sprüngli AG,Europe,Food Products,Consumer Staples,14500,26785.32,27834.84,10430.0000,11604.49,231201.00,,0.13,9345.13,4283.06,6733.49,5062.06,,1671.42,549.53,0.3302,0.4583,0.0654,0.0899,0.1551,0.2482,0.1551,6219.98,4191.52,982.90,798.26,34.1,7.5,22006.10,0.0815,0.1119,0.1545,3.4,17.6,,0.0163,0.0672,CHF
NTR,CA67077M1086,Nutrien Ltd.,United States and Canada,Chemicals,Materials,25900,25705.99,38743.78,71.4500,51.96,494688615.00,,494.55,52749.00,27548.00,37767.00,25201.00,,12566.00,941.00,0.4986,0.5222,0.0414,0.0588,0.0494,0.3327,0.0502,28082.00,8474.00,3553.00,1258.00,30.5,2.4,50.87,-0.0325,0.0470,0.0860,,,,0.0300,-0.1884,CAD
TCL,AU000000TCL6,Transurban Group,Asia / Pacific,Transportation Infrastructure,Industrials,1900,25321.11,36985.45,12.3200,8.19,3092175553.00,,,25123.22,16278.14,21396.70,8845.08,,12551.62,1386.04,1.4191,0.6479,0.0163,0.0191,0.0047,0.5866,0.0065,2768.75,1515.92,665.38,42.63,163.1,,2.72,1.1142,0.0751,0.1700,11.8,22.3,,0.0736,-0.3331,AUD
PHIA,NL0000009538,Koninklijke Philips N.V.,Europe,Health Care Equipment and Supplies,Health Care,69656,23858.21,30118.91,24.0600,25.58,932766116.00,,914.11,32464.12,19148.82,21803.93,13315.30,,8488.63,2063.37,0.6375,0.5898,0.0087,0.0126,-0.0361,0.3893,-0.0358,20058.51,8222.57,460.37,-514.46,,,14.53,0.1711,0.0410,,1.2,,,0.0248,,EUR
CCL,PA1436583006,Carnival Corporation & plc,United States and Canada,Hotels Restaurants and Leisure,Consumer Discretionary,106000,23312.46,52319.46,18.3700,18.61,1267121360.00,,1120.00,49120.00,42238.00,38789.00,6882.00,,31907.00,2415.00,4.6363,0.8599,0.0241,0.0297,-0.0106,0.8226,-0.0106,21593.00,10702.00,1944.00,-74.00,26.0,4.6,5.44,,0.0650,0.2130,1.8,,,0.0299,,USD
ORSTED,DK0060094928,Ørsted A/S,Europe,Electric Utilities,Utilities,8905,22726.79,30290.77,388.8000,54.08,420230296.00,,420.23,41638.61,30117.11,24561.86,11521.50,,13040.36,1502.56,1.1318,0.7233,0.0267,0.0478,-0.2516,0.5309,-0.2329,11738.33,4832.93,1886.46,-3037.11,,2.8,20.01,0.1985,0.0350,0.1100,1.9,9.7,,0.1000,,DKK
SAMPO,FI4000552500,Sampo Oyj,Europe,Insurance,Financials,13450,21319.04,23244.34,39.4700,42.54,501144998.00,,,26744.31,18257.89,11816.07,8486.42,,3329.65,1515.79,0.3923,0.6827,0.0314,0.0814,0.1270,0.2818,0.1278,9132.26,3664.16,1761.98,1460.59,16.9,5.1,15.98,0.0650,0.0600,0.2140,2.6,9.9,,-0.1326,-0.0474,EUR
SBAC,US78410G1040,SBA Communications Corporation,United States and Canada,Specialized REITs,Real Estate,1787,21160.90,35389.71,193.5700,196.95,107443014.00,,,10178.44,15314.28,9327.63,-5135.84,,14463.47,208.55,,1.5046,0.0647,0.0698,,1.5506,,2711.58,2077.29,1075.14,501.81,38.6,,-47.86,0.1942,0.0780,,11.1,18.1,,0.0713,0.6027,USD
ALL,AU000000ALL7,Aristocrat Leisure Limited,Asia / Pacific,Hotels Restaurants and Leisure,Consumer Discretionary,7800,20734.61,20688.35,49.4300,32.85,631099079.00,,648.56,7021.28,2697.48,6047.83,4323.80,,1724.03,2025.58,0.3987,0.3842,0.1003,0.1158,0.2281,0.2851,0.2281,4047.12,2281.56,1085.05,934.75,21.6,12.1,6.67,0.1053,0.1780,0.4610,3.6,,,0.1331,0.2179,AUD
LPLA,US50212V1008,LPL Financial Holdings Inc.,United States and Canada,Capital Markets,Financials,8400,20649.86,23608.37,274.9000,276.41,74707363.00,,74.65,10385.48,8306.50,6042.03,2078.98,,3963.05,465.67,1.9062,0.7998,0.1082,0.1927,0.5022,0.6559,0.5022,10052.85,3057.48,1719.68,1066.25,20.9,,27.85,0.1581,0.0930,0.2290,1.7,8.5,,0.1365,0.1940,USD
9613,JP3165700000,NTT DATA Group Corporation,Asia / Pacific,IT Services,Information Technology,193513,20578.65,39346.64,2360.5000,14.68,1402024382.00,,1402.02,47700.22,29329.47,34568.40,18370.76,,16197.65,2852.82,0.8817,0.6149,0.0289,0.0402,0.0844,0.4686,0.0562,28856.21,7895.38,2045.25,884.50,23.3,,8.10,0.1488,0.0250,0.0940,1.2,,,0.2386,0.0742,JPY
BFB,US1156372096,Brown-Forman Corporation,United States and Canada,Beverages,Consumer Staples,5700,20509.76,23260.76,43.4300,43.36,472659966.00,,,8166.00,4649.00,6714.00,3517.00,,3197.00,446.00,0.9090,0.5693,0.0898,0.1103,0.3018,0.4762,0.3018,4178.00,2526.00,1145.00,1024.00,20.3,19.1,7.44,-0.0126,0.1310,0.2630,4.3,12.2,,0.0970,0.0417,USD
8015,JP3635000007,Toyota Tsusho Corporation,Asia / Pacific,Trading Companies and Distributors,Industrials,,20485.51,28357.20,3119.0000,19.39,1056268203.00,,1055.62,46646.81,29335.22,31187.04,17311.59,,13875.45,5805.78,0.8015,0.6289,0.0417,0.0629,0.1513,0.4449,0.1451,67320.65,6953.25,2959.56,2189.92,9.3,1.4,15.44,0.0646,0.0520,0.1260,0.3,,,0.0971,0.2010,JPY
TSN,US9024941034,Tyson Foods Inc.,United States and Canada,Food Products,Consumer Staples,139000,20094.04,28898.04,56.9000,56.44,356024886.00,,,36251.00,17996.00,28290.00,18255.00,,10035.00,573.00,0.5497,0.4964,0.0086,0.0110,-0.0343,0.3547,-0.0341,52881.00,2660.00,503.00,-648.00,,9.0,50.94,0.5392,0.0830,0.1650,0.5,,,0.0449,,USD
4452,JP3205800000,Kao Corporation,Asia / Pacific,Personal Care Products,Consumer Staples,34257,19418.86,19663.68,6718.0000,41.77,464864663.00,,464.87,12552.73,5374.35,9030.15,7178.37,,1851.77,2068.75,0.2580,0.4281,0.0358,0.0495,0.0449,0.2051,0.0460,10870.51,3975.08,710.78,311.17,52.9,4.3,15.01,0.2920,0.0810,0.1360,1.8,16.4,,0.0391,-0.2218,JPY
BALL,US0584981064,Ball Corporation,United States and Canada,Containers and Packaging,Materials,21000,18957.87,23460.87,60.6600,61.08,310377752.00,,315.69,19303.00,15466.00,12858.00,3837.00,,9021.00,695.00,2.3511,0.8012,0.0455,0.0692,0.1956,0.7016,0.1931,14029.00,2670.00,1426.00,707.00,29.4,10.0,11.94,0.1400,0.0620,0.2220,1.6,,,0.0312,0.0926,USD
IOT,US79589L1061,Samsara Inc.,United States and Canada,Software,Information Technology,2895,17972.80,17221.48,31.1500,32.63,550806158.00,,,1734.85,819.70,1014.64,915.15,,99.49,135.54,0.1087,0.4725,-0.0932,-0.1505,-0.3094,0.0981,-0.3094,937.38,690.35,-249.92,-286.73,,19.5,1.68,0.8026,,,5.8,,,,,USD
MOH,US60855R1005,Molina Healthcare Inc.,United States and Canada,Health Care Providers and Services,Health Care,18000,17745.84,15614.84,304.2400,302.83,58600000.00,,58.00,14892.00,10677.00,6726.00,4215.00,,2511.00,4848.00,0.5957,0.7170,0.0743,0.1655,0.3039,0.3733,0.3039,33003.00,4334.00,1618.00,1091.00,16.4,6.9,72.67,0.1212,,,,,,0.1579,0.0906,USD
REA,AU000000REA9,REA Group Limited,Asia / Pacific,Interactive Media and Services,Communication Services,3307,17243.29,17365.46,196.3600,130.52,132117217.00,,132.12,1749.43,739.04,1278.94,1010.39,,268.55,173.04,0.2658,0.4224,0.1303,0.1796,0.2572,0.2100,0.2393,927.40,580.92,360.73,237.18,89.8,46.9,7.39,0.2049,0.1840,0.2870,12.9,,,0.0873,0.0709,AUD
TXT,US8832031012,Textron Inc.,United States and Canada,Aerospace and Defense,Industrials,35000,16464.95,18984.95,86.5400,86.34,190698993.00,,192.90,16856.00,9869.00,11242.00,6987.00,,4255.00,2121.00,0.6090,0.5855,0.0481,0.0715,0.1308,0.3785,0.1308,13683.00,2263.00,1275.00,921.00,18.4,3.5,36.22,0.1005,0.0770,,1.1,,,0.0340,-0.0550,USD
DGX,US74834L1008,Quest Diagnostics Incorporated,United States and Canada,Health Care Providers and Services,Health Care,44000,15257.32,20249.32,138.6000,137.34,111091574.00,,111.00,14022.00,7604.00,11916.00,6418.00,,5498.00,686.00,0.8567,0.5423,0.0621,0.0737,0.1393,0.4614,0.1462,9252.00,3069.00,1334.00,854.00,18.5,,56.82,0.0525,0.0850,,1.9,,,0.0497,0.0302,USD
9503,JP3228600007,The Kansai Electric Power Company Incorporated,Asia / Pacific,Electric Utilities,Utilities,,15189.83,37619.80,2737.0000,17.02,892525761.00,,892.47,59682.31,44266.07,42129.53,15416.23,,26713.30,3276.76,1.7328,0.7417,0.0512,0.0689,0.2176,0.6341,0.2149,26821.13,4816.23,4816.23,2919.52,5.2,1.0,16.83,0.7410,,0.1000,1.3,12.8,,0.0447,0.3088,JPY
BURL,US1220171060,Burlington Stores Inc.,United States and Canada,Specialty Retail,Consumer Discretionary,44051,15042.93,19117.87,239.3100,238.31,63123360.00,,63.39,7706.84,6709.91,5801.77,996.93,,4804.83,925.36,4.8196,0.8706,0.0470,0.0623,0.3791,0.8282,0.3791,9718.15,4134.09,563.29,339.65,40.0,20.2,15.73,0.2456,0.0950,0.3590,1.2,,,0.2014,-0.0392,USD
8308,JP3500610005,Resona Holdings Inc.,Asia / Pacific,Banks,Financials,,15019.23,,1045.5000,6.50,2310289784.00,,2329.87,503144.28,484788.36,,18355.92,,40868.37,137020.63,,,0.0021,,0.0602,,0.0596,5516.03,5516.03,1491.03,1050.08,14.5,0.8,7.83,0.0549,0.0020,0.0690,,,0.0335,0.0520,-0.0193,JPY
KPN,NL0000009082,Koninklijke KPN N.V.,Europe,Diversified Telecommunication Services,Communication Services,8713,15008.69,21485.57,3.5490,3.82,3930526687.00,,3943.91,13527.27,9595.94,11714.51,3931.33,,7783.18,672.33,1.9798,0.7094,0.0705,0.0816,0.2225,0.6644,0.2335,6004.64,3228.09,1506.96,931.77,18.7,16.2,0.72,0.0881,0.0790,0.2810,3.5,,,-0.0118,0.2460,EUR
RTO,GB00B082RF11,Rentokil Initial plc,Europe,Commercial Services and Supplies,Industrials,62931,14807.00,18853.66,4.6080,5.90,2511539885.00,,2509.54,14184.82,8973.39,11305.02,5211.43,,6093.60,1991.25,1.1693,0.6326,0.0394,0.0493,0.0931,0.5390,0.0931,6852.11,5670.36,926.79,485.70,30.7,,2.08,0.0806,0.0810,0.2090,2.1,11.2,,0.2928,,GBP
RIVN,US76954A1034,Rivian Automotive Inc.,United States and Canada,Automobiles,Consumer Discretionary,16790,14402.29,11527.29,14.7400,14.47,995320346.00,,,16778.00,7637.00,14060.00,9141.00,,4919.00,7857.00,0.5381,0.4552,-0.2070,-0.2434,-0.4736,0.3499,-0.4736,4434.00,-2030.00,-5739.00,-5432.00,,1.8,9.44,,0.1582,0.3175,0.4,53.2,,,,USD
CG,US14316J1088,The Carlyle Group Inc.,United States and Canada,Capital Markets,Financials,2200,14355.63,,39.6000,39.89,359880497.00,,361.33,21176.00,15391.50,15040.10,5784.50,,9255.60,1786.30,1.6001,0.7268,-0.0233,,-0.1066,0.6154,-0.0788,2421.00,1317.30,-607.60,-608.40,,3.3,14.37,0.0910,0.0580,0.1970,,,,0.1040,,USD
TOST,US8887871080,Toast Inc.,United States and Canada,Financial Services,Financials,5500,14278.80,13204.80,25.7200,25.72,555163241.00,,,1958.00,764.00,1238.00,1194.00,,44.00,605.00,0.0369,0.3902,-0.0965,-0.1476,-0.2147,0.0355,-0.2147,3865.00,839.00,-287.00,-246.00,,13.4,2.20,,0.1890,,1.4,,,,,USD
SUN,AU000000SUN6,Suncorp Group Limited,Asia / Pacific,Insurance,Financials,13000,14207.32,29512.74,16.8000,11.17,1272316092.00,,1266.54,76583.86,67694.15,27086.05,8889.70,,18196.35,3705.87,2.0469,0.8839,0.0193,0.0547,0.0881,0.6718,0.0887,12224.59,4229.39,2271.88,764.62,17.9,2.5,7.00,0.0469,0.0340,0.1173,3.2,,,0.0297,0.0163,AUD
JBL,US4663131039,Jabil Inc.,United States and Canada,Electronic Equipment Instruments and Components,Information Technology,236000,13014.86,13817.86,112.2400,107.92,120597316.00,,131.29,19424.00,16557.00,6401.00,2867.00,,3534.00,1804.00,1.2326,0.8524,0.0514,0.1599,0.3077,0.5521,0.3076,34702.00,2867.00,1609.00,818.00,9.9,8.9,21.83,0.0713,,,,,,0.1003,0.5679,USD
DVA,US23918K1088,DaVita Inc.,United States and Canada,Health Care Providers and Services,Health Care,70000,12405.54,25601.27,142.1600,141.45,87702623.00,,88.82,16893.58,14150.23,13859.77,2743.35,,11116.42,380.06,4.0521,0.8376,0.0592,0.0717,0.7821,0.8021,0.3852,12140.15,3820.43,1601.00,691.53,16.1,,11.89,0.1403,0.0450,,1.7,,,-0.0244,0.3411,USD
ACM,US00766T1007,AECOM,United States and Canada,Construction and Engineering,Industrials,52000,12100.36,13938.39,88.5900,88.89,136127400.00,,136.21,11233.40,8849.69,5275.19,2383.71,,2891.47,1260.21,1.2130,0.7878,0.0446,0.0921,0.0487,0.5481,0.0631,14378.46,945.47,797.89,55.33,104.7,,16.24,0.1583,0.0780,0.3240,,,,-0.0521,-0.1652,USD
8697,JP3183200009,Japan Exchange Group Inc.,Asia / Pacific,Capital Markets,Financials,1249,11896.42,10801.15,3677.0000,22.86,520313972.00,,520.31,533086.40,530849.44,2583.71,2236.97,,346.75,845.85,0.1550,0.9958,0.0007,0.1404,0.1897,0.1342,0.1876,1010.05,1010.05,568.33,401.86,29.6,8.0,4.17,,0.0010,0.1400,9.3,17.7,,0.0833,0.0439,JPY
SJM,US8326964058,The J. M. Smucker Company,United States and Canada,Food Products,Consumer Staples,9000,11538.12,20035.22,107.6900,108.65,106195350.00,,106.19,20273.70,12579.80,16253.00,7693.90,,8559.10,62.00,1.1125,0.6205,0.0514,0.0648,0.0993,0.5266,0.0993,8178.70,3118.30,1450.60,744.00,15.2,,72.45,0.0565,0.0615,0.1338,2.1,,,0.0394,0.0766,USD
